user_genome	classification	classification_color	Genome_size	Completeness	Contamination	checkM	checkM_ann	Cultured	ncbi_genome_category
T2107171978_metabat2_bins_bin.29	Actinomycetota	#F19A97	1215808	67.29	0.489	1	MQ	1	classified
T2108173975_concoct_bins_bin.35	Actinomycetota	#F19A97	1959093	62.4	4.375	1	MQ	1	classified
T2107171953_concoct_bins_bin.34	Actinomycetota	#F19A97	1061506	64.56	6.652	1	MQ	1	unclassified
T2108174062_maxbin2_bins_bin.36	Actinomycetota	#F19A97	990656	67.24	0	1	MQ	1	classified
T2108173980_metabat2_bins_bin.186	Actinomycetota	#F19A97	493643	51.72	0	1	MQ	1	classified
1111525849479998_bin.50	Actinomycetota	#F19A97	3471477	97.84	0	1	HQ	1	classified
T2108173973_concoct_bins_bin.88	Actinomycetota	#F19A97	791189	53.02	7.192	1	MQ	1	classified
T2108174081_concoct_bins_bin.104	Actinomycetota	#F19A97	1031820	68.7	2.016	1	MQ	1	classified
T2107171953_metabat2_bins_bin.9	Actinomycetota	#F19A97	698530	51.37	3.79	1	MQ	1	classified
T2108174111_concoct_bins_bin.125	Actinomycetota	#F19A97	847357	57.67	5.718	1	MQ	1	classified
T2108173934_metabat2_bins_bin.112	Actinomycetota	#F19A97	917577	62.06	2.586	1	MQ	1	classified
T2108173920_metabat2_bins_bin.44	Actinomycetota	#F19A97	1386537	72.53	2.518	1	MQ	1	classified
T2108173922_concoct_bins_bin.104	Actinomycetota	#F19A97	1769568	69.8	9.005	1	MQ	1	classified
T2108173986_metabat2_bins_bin.22	Actinomycetota	#F19A97	1872038	73.08	6.883	1	MQ	1	classified
1111525849742850_bin.28	Actinomycetota	#F19A97	724703	50	0	1	MQ	1	classified
T2107171994_concoct_bins_bin.31	Actinomycetota	#F19A97	669630	50.23	0.227	1	MQ	1	classified
T2107172008_maxbin2_bins_bin.12	Actinomycetota	#F19A97	1877779	53.35	5.214	1	MQ	1	classified
1111525849742850_bin.14	Actinomycetota	#F19A97	1050435	74.11	1.79	1	MQ	1	classified
T2108173904_maxbin2_bins_bin.8	Actinomycetota	#F19A97	971500	62.5	0	1	MQ	1	classified
T2108174077_metabat2_bins_bin.85	Actinomycetota	#F19A97	608464	50.58	0	1	MQ	1	unclassified
T2108173866_concoct_bins_bin.67	Actinomycetota	#F19A97	1174833	52.72	1.773	1	MQ	1	classified
T2108173949_concoct_bins_bin.71	Actinomycetota	#F19A97	1380185	55.57	3.448	1	MQ	1	classified
T2108174119_concoct_bins_bin.68	Actinomycetota	#F19A97	1701845	59.07	2.241	1	MQ	1	unclassified
T2108174058_metabat2_bins_bin.38	Actinomycetota	#F19A97	3029576	59.15	6.674	1	MQ	1	unclassified
1111525849480093_bin.32	Actinomycetota	#F19A97	3669936	99.41	0	1	HQ	1	classified
T2108174010_concoct_bins_bin.151	Actinomycetota	#F19A97	1141766	53.16	2.254	1	MQ	1	classified
T2109199063_concoct_bins_bin.18	Actinomycetota	#F19A97	1164007	61.52	2.45	1	MQ	1	classified
T2109199033_concoct_bins_bin.39	Actinomycetota	#F19A97	1161724	58.5	2.764	1	MQ	1	classified
T2109199189_concoct_bins_bin.6	Actinomycetota	#F19A97	1423207	54.28	2.745	1	MQ	1	classified
T2108173879_maxbin2_bins_bin.7	Actinomycetota	#F19A97	1921280	56.05	6.254	1	MQ	1	classified
T2108174138_maxbin2_bins_bin.25	Actinomycetota	#F19A97	2193102	59.89	7.313	1	MQ	1	classified
T2108174102_maxbin2_bins_bin.126	Actinomycetota	#F19A97	3226500	59.65	9.215	1	MQ	1	unclassified
T2108174046_concoct_bins_bin.16	Actinomycetota	#F19A97	966530	54.54	0.95	1	MQ	1	classified
T2108174103_maxbin2_bins_bin.37	Actinomycetota	#F19A97	1269458	56.89	2.586	1	MQ	1	unclassified
T2108174123_maxbin2_bins_bin.11	Actinomycetota	#F19A97	1409099	53.97	3.881	1	MQ	1	classified
T2109198911_concoct_bins_bin.31	Actinomycetota	#F19A97	1865423	53.01	3.237	1	MQ	1	classified
T2109198962_concoct_bins_bin.28	Actinomycetota	#F19A97	1460710	52.06	2.253	1	MQ	1	classified
T2109198905_concoct_bins_bin.15	Actinomycetota	#F19A97	1929181	64.38	0.986	1	MQ	1	classified
T2109199035_concoct_bins_bin.18	Actinomycetota	#F19A97	2311898	50.59	8.53	1	MQ	1	unclassified
T2107171964_concoct_bins_bin.47	Actinomycetota	#F19A97	1480441	66.22	4.66	1	MQ	1	classified
T2107171969_concoct_bins_bin.69	Actinomycetota	#F19A97	1356936	62.34	4.769	1	MQ	1	classified
T2109199054_concoct_bins_bin.3	Actinomycetota	#F19A97	1383196	61.06	0.986	1	MQ	1	classified
T2109199206_concoct_bins_bin.36	Actinomycetota	#F19A97	1947258	70.3	5.372	1	MQ	1	classified
T2108174136_maxbin2_bins_bin.10	Actinomycetota	#F19A97	1859462	58.79	9.952	1	MQ	1	classified
T2108173959_maxbin2_bins_bin.7	Actinomycetota	#F19A97	1814688	54.6	7.642	1	MQ	1	classified
T2108173994_maxbin2_bins_bin.4	Actinomycetota	#F19A97	1407249	54.26	9.655	1	MQ	1	classified
T2108174056_maxbin2_bins_bin.14	Actinomycetota	#F19A97	1410521	50.54	7.368	1	MQ	1	classified
T2108174119_concoct_bins_bin.50	Actinomycetota	#F19A97	1493310	52.85	0	1	MQ	1	unclassified
T2109199068_concoct_bins_bin.30	Actinomycetota	#F19A97	1698253	50.06	6.744	1	MQ	1	classified
T2108174051_concoct_bins_bin.33	Actinomycetota	#F19A97	1290022	51.1	2.81	1	MQ	1	unclassified
T2109199064_concoct_bins_bin.31	Actinomycetota	#F19A97	1382339	55.56	1.841	1	MQ	1	unclassified
T2107172002_concoct_bins_bin.42	Actinomycetota	#F19A97	2910716	64.12	4.717	1	MQ	1	classified
T2108173926_concoct_bins_bin.129	Actinomycetota	#F19A97	1458246	64.91	1.754	1	MQ	1	classified
T2108174110_concoct_bins_bin.65	Actinomycetota	#F19A97	1575734	73.18	1.983	1	MQ	1	classified
T2108173973_concoct_bins_bin.24	Actinomycetota	#F19A97	1459777	60.5	4.207	1	MQ	1	classified
T2108173926_maxbin2_bins_bin.77	Actinomycetota	#F19A97	1703570	57.93	3.995	1	MQ	1	classified
T2108173887_maxbin2_bins_bin.102	Actinomycetota	#F19A97	1500763	69.38	6.269	1	MQ	1	classified
T2108173978_metabat2_bins_bin.17	Actinomycetota	#F19A97	1546734	52.31	0.22	1	MQ	1	classified
T2108174021_concoct_bins_bin.101	Actinomycetota	#F19A97	1540340	52.55	8.112	1	MQ	1	classified
1111525849748616_bin.32	Actinomycetota	#F19A97	3243378	95.16	3.04	1	HQ	1	classified
T2108174147_maxbin2_bins_bin.77	Actinomycetota	#F19A97	1530461	51.65	5.474	1	MQ	1	classified
T2107172015_maxbin2_bins_bin.53	Actinomycetota	#F19A97	1669780	55.72	8.344	1	MQ	1	classified
T2107171968_concoct_bins_bin.69	Actinomycetota	#F19A97	2626228	56.39	5.438	1	MQ	1	unclassified
T2108173991_concoct_bins_bin.136	Actinomycetota	#F19A97	1884986	52.42	9.642	1	MQ	1	unclassified
T2109199086_maxbin2_bins_bin.15	Actinomycetota	#F19A97	2084438	52.89	4.635	1	MQ	1	classified
T2109198994_maxbin2_bins_bin.12	Actinomycetota	#F19A97	2101016	59	8.025	1	MQ	1	classified
T2109199041_concoct_bins_bin.17	Actinomycetota	#F19A97	1506280	57.53	1.49	1	MQ	1	classified
T2109198988_maxbin2_bins_bin.10	Actinomycetota	#F19A97	2382289	62.75	7.019	1	MQ	1	classified
MET0259_bin.19_new	Actinomycetota	#F19A97	1008608	57.46	1.05	1	MQ	1	classified
T2108173941_metabat2_bins_bin.50	Actinomycetota	#F19A97	961626	53	0.222	1	MQ	1	classified
T2107172015_metabat2_bins_bin.11	Actinomycetota	#F19A97	1010608	59.33	1.733	1	MQ	1	unclassified
T2108174079_maxbin2_bins_bin.62	Actinomycetota	#F19A97	2175661	67.5	8.103	1	MQ	1	classified
MET0734_bin.4	Actinomycetota	#F19A97	1487440	83.56	3.1	1	MQ	1	classified
T2108174114_concoct_bins_bin.79	Actinomycetota	#F19A97	2112893	73.83	6.058	1	MQ	1	classified
T2108174057_concoct_bins_bin.32	Actinomycetota	#F19A97	1931429	66.21	3.652	1	MQ	1	classified
T2108173887_metabat2_bins_bin.110	Actinomycetota	#F19A97	1186489	73.33	1.555	1	MQ	1	classified
T2108174013_concoct_bins_bin.132	Actinomycetota	#F19A97	1861052	66.01	7.034	1	MQ	1	classified
T2107172020_concoct_bins_bin.47	Actinomycetota	#F19A97	1594178	53.23	3.366	1	MQ	1	unclassified
T2108173918_metabat2_bins_bin.20	Actinomycetota	#F19A97	825506	54.31	0.862	1	MQ	1	classified
T2108174016_maxbin2_bins_bin.45	Actinomycetota	#F19A97	1358980	52.42	8.228	1	MQ	1	unclassified
T2108174063_metabat2_bins_bin.37	Actinomycetota	#F19A97	1603194	58.26	1.19	1	MQ	1	classified
T2108174014_concoct_bins_bin.102	Actinomycetota	#F19A97	1195972	57.23	1.164	1	MQ	1	unclassified
T2108173980_concoct_bins_bin.201	Actinomycetota	#F19A97	2021317	72.33	9.273	1	MQ	1	unclassified
T2108173897_concoct_bins_bin.100	Actinomycetota	#F19A97	1574195	69.76	4.238	1	MQ	1	unclassified
T2108173980_metabat2_bins_bin.82	Actinomycetota	#F19A97	969328	60.59	0	1	MQ	1	classified
T2108174011_maxbin2_bins_bin.23	Actinomycetota	#F19A97	1753488	71.92	0.877	1	MQ	1	classified
T2108174014_metabat2_bins_bin.33	Actinomycetota	#F19A97	1808484	69.18	0.514	1	MQ	1	classified
1111525849748686_bin.21	Actinomycetota	#F19A97	2444537	96.13	2.27	1	HQ	1	classified
T2108173986_metabat2_bins_bin.41	Actinomycetota	#F19A97	1650793	54.26	3.699	1	MQ	1	classified
T2108174102_metabat2_bins_bin.142	Actinomycetota	#F19A97	1192481	56.7	1.37	1	MQ	1	classified
T2108174052_maxbin2_bins_bin.35	Actinomycetota	#F19A97	2304361	62.56	9.649	1	MQ	1	classified
T2108173973_metabat2_bins_bin.66	Actinomycetota	#F19A97	498678	50.87	0	1	MQ	1	classified
T2108174113_metabat2_bins_bin.4	Actinomycetota	#F19A97	1488087	58.44	5.36	1	MQ	1	classified
R_T2109198954_concoct_bins_bin.29	Actinomycetota	#F19A97	1375153	55.43	0.742	1	MQ	1	classified
T2108174053_concoct_bins_bin.43	Actinomycetota	#F19A97	1426336	53.8	3.157	1	MQ	1	classified
T2109199077_concoct_bins_bin.4	Actinomycetota	#F19A97	1405287	52.87	2.38	1	MQ	1	classified
1111525849483863_bin.46	Actinomycetota	#F19A97	1728439	55.53	5.26	1	MQ	1	unclassified
T2108173930_maxbin2_bins_bin.25	Actinomycetota	#F19A97	1344698	55.91	6.778	1	MQ	1	unclassified
T2108173977_maxbin2_bins_bin.39	Actinomycetota	#F19A97	1691471	51	9.12	1	MQ	1	classified
T2108174025_maxbin2_bins_bin.17	Actinomycetota	#F19A97	1695514	64.56	6.719	1	MQ	1	classified
T2108174024_metabat2_bins_bin.9	Actinomycetota	#F19A97	1321471	58.76	2.695	1	MQ	1	classified
T2108174145_concoct_bins_bin.58	Actinomycetota	#F19A97	1786192	68.09	8.273	1	MQ	1	classified
T2108173988_concoct_bins_bin.32	Actinomycetota	#F19A97	1833522	68.56	7.094	1	MQ	1	classified
T2108174103_concoct_bins_bin.116	Actinomycetota	#F19A97	2103081	58.93	7.894	1	MQ	1	classified
T2108174080_concoct_bins_bin.81	Actinomycetota	#F19A97	1867159	62.62	8.738	1	MQ	1	unclassified
T2107172014_maxbin2_bins_bin.4	Actinomycetota	#F19A97	1586714	60.23	3.329	1	MQ	1	unclassified
T2108174125_concoct_bins_bin.87	Actinomycetota	#F19A97	1643344	64.81	8.411	1	MQ	1	classified
T2108174095_concoct_bins_bin.79	Actinomycetota	#F19A97	1388714	55.71	3.027	1	MQ	1	unclassified
T2107172010_concoct_bins_bin.67	Actinomycetota	#F19A97	1441877	58.01	6.729	1	MQ	1	classified
T2107171998_concoct_bins_bin.12	Actinomycetota	#F19A97	1632368	61.85	5.837	1	MQ	1	unclassified
R_T2109198960_concoct_bins_bin.1	Actinomycetota	#F19A97	2262478	95.83	3.401	1	HQ	1	unclassified
MET0592_bin.6	Actinomycetota	#F19A97	1165507	57.54	0.5	1	MQ	1	classified
T2109198945_concoct_bins_bin.15	Actinomycetota	#F19A97	1482414	58.14	1.904	1	MQ	1	unclassified
MET0438_bin.2	Actinomycetota	#F19A97	1301898	50.31	2.03	1	MQ	1	unclassified
MET0230_bin.1_new	Actinomycetota	#F19A97	1574151	58.77	7.02	1	MQ	1	unclassified
T2109198952_concoct_bins_bin.26	Actinomycetota	#F19A97	1656745	63.95	3.333	1	MQ	1	classified
1111525849752670_bin.3	Actinomycetota	#F19A97	2187157	92.35	2.59	1	HQ	1	classified
1111525849664398_bin.18	Actinomycetota	#F19A97	1212179	51.74	6.98	1	MQ	1	classified
T2107172008_metabat2_bins_bin.31	Actinomycetota	#F19A97	1413289	57.47	2.459	1	MQ	1	unclassified
1111525849852445_bin.27	Actinomycetota	#F19A97	1345066	54.48	4.55	1	MQ	1	unclassified
1111525849742771_bin.3	Actinomycetota	#F19A97	1148946	53.2	2.24	1	MQ	1	classified
1111525849737158_bin.7_new	Actinomycetota	#F19A97	1270185	53.57	1.19	1	MQ	1	unclassified
T2109199200_maxbin2_bins_bin.14	Actinomycetota	#F19A97	1979441	57.03	9.642	1	MQ	1	unclassified
MET0681_bin.2_new	Actinomycetota	#F19A97	1109635	61.4	0	1	MQ	1	classified
T2107171987_concoct_bins_bin.13	Actinomycetota	#F19A97	1565581	58.4	7.894	1	MQ	1	classified
T2108173934_concoct_bins_bin.207	Actinomycetota	#F19A97	1587167	59.67	9.792	1	MQ	1	classified
T2108173931_maxbin2_bins_bin.23	Actinomycetota	#F19A97	1978595	58.05	7.867	1	MQ	1	classified
T2107171970_concoct_bins_bin.77	Actinomycetota	#F19A97	1521035	61.82	9.635	1	MQ	1	classified
MET0045_bin.3	Actinomycetota	#F19A97	1422432	57.7	5.98	1	MQ	1	unclassified
T2108174087_maxbin2_bins_bin.28	Actinomycetota	#F19A97	1972884	51.51	7.017	1	MQ	1	unclassified
T2109199067_concoct_bins_bin.0	Actinomycetota	#F19A97	1637266	50.97	6.773	1	MQ	1	unclassified
T2108174061_metabat2_bins_bin.7	Actinomycetota	#F19A97	1173238	52.49	5.263	1	MQ	1	classified
T2108174116_concoct_bins_bin.45	Actinomycetota	#F19A97	1261605	53.71	8.308	1	MQ	1	unclassified
T2107172019_concoct_bins_bin.59	Actinomycetota	#F19A97	1565346	51.22	7.741	1	MQ	1	classified
T2108173962_maxbin2_bins_bin.30	Actinomycetota	#F19A97	1904861	50.57	9.977	1	MQ	1	unclassified
T2109198984_concoct_bins_bin.37	Actinomycetota	#F19A97	1844501	51.69	7.982	1	MQ	1	unclassified
1111525849479998_bin.32_new	Actinomycetota	#F19A97	1821395	56.71	9.65	1	MQ	1	classified
1111525849669230_bin.13_new	Actinomycetota	#F19A97	1542322	61.91	5.76	1	MQ	1	classified
1111525849771950_bin.17_new	Actinomycetota	#F19A97	1320957	55.09	2.63	1	MQ	1	classified
1111525849852309_bin.25_new	Actinomycetota	#F19A97	1527257	50.85	7.72	1	MQ	1	classified
T2108174072_metabat2_bins_bin.46	Actinomycetota	#F19A97	1465227	70.17	3.508	1	MQ	1	unclassified
T2108174013_metabat2_bins_bin.72	Actinomycetota	#F19A97	2139612	74.32	6.142	1	MQ	1	unclassified
T2107171981_maxbin2_bins_bin.13	Actinomycetota	#F19A97	1963217	50.2	9.494	1	MQ	1	unclassified
T2108173958_maxbin2_bins_bin.14	Actinomycetota	#F19A97	1970171	50.87	9.535	1	MQ	1	unclassified
1111525849862289_bin.17	Actinomycetota	#F19A97	1420870	51.88	6.06	1	MQ	1	classified
MET0191_bin.3	Actinomycetota	#F19A97	1565431	50.83	4.02	1	MQ	1	classified
T2108173991_metabat2_bins_bin.76	Actinomycetota	#F19A97	1454215	54.12	3.817	1	MQ	1	classified
T2108174064_maxbin2_bins_bin.15	Actinomycetota	#F19A97	1901192	53.01	6.577	1	MQ	1	classified
T2108174080_maxbin2_bins_bin.9	Actinomycetota	#F19A97	2306855	56.14	9.043	1	MQ	1	unclassified
T2108174100_metabat2_bins_bin.36	Actinomycetota	#F19A97	1511146	68.07	4.424	1	MQ	1	unclassified
T2108174081_maxbin2_bins_bin.5	Actinomycetota	#F19A97	1258917	50.2	8.252	1	MQ	1	unclassified
T2108173980_maxbin2_bins_bin.53	Actinomycetota	#F19A97	1939047	50.33	8.771	1	MQ	1	unclassified
T2108174102_maxbin2_bins_bin.36	Actinomycetota	#F19A97	1607329	50.14	8.624	1	MQ	1	unclassified
T2108174023_metabat2_bins_bin.113	Actinomycetota	#F19A97	2092838	74.85	3.656	1	MQ	1	classified
T2108174003_metabat2_bins_bin.39	Actinomycetota	#F19A97	1346511	51.84	1.615	1	MQ	1	classified
MET0194_bin.2	Actinomycetota	#F19A97	2183218	94.91	0.88	1	HQ	1	classified
T2108173920_maxbin2_bins_bin.37	Actinomycetota	#F19A97	2165316	55.37	9.627	1	MQ	1	classified
T2108173986_concoct_bins_bin.24	Actinomycetota	#F19A97	1947830	70.73	3.69	1	MQ	1	classified
T2108173944_metabat2_bins_bin.64	Actinomycetota	#F19A97	1579232	56.63	6.806	1	MQ	1	classified
T2108173984_metabat2_bins_bin.33	Actinomycetota	#F19A97	1678306	70.03	5.704	1	MQ	1	unclassified
1111525849861839_bin.17	Actinomycetota	#F19A97	1662748	62.58	3.05	1	MQ	1	unclassified
T2108174037_metabat2_bins_bin.9	Actinomycetota	#F19A97	2159061	73.33	9.362	1	MQ	1	unclassified
T2108173897_metabat2_bins_bin.17	Actinomycetota	#F19A97	838412	50.87	0.877	1	MQ	1	unclassified
T2108173914_metabat2_bins_bin.21	Actinomycetota	#F19A97	1694715	71.73	1.41	1	MQ	1	unclassified
T2107172014_metabat2_bins_bin.20	Actinomycetota	#F19A97	1498449	57.88	8.998	1	MQ	1	unclassified
T2108174080_metabat2_bins_bin.84	Actinomycetota	#F19A97	1468828	64.9	5.359	1	MQ	1	unclassified
T2107171981_metabat2_bins_bin.56	Actinomycetota	#F19A97	1561526	67.67	0.44	1	MQ	1	unclassified
T2108174126_metabat2_bins_bin.79	Actinomycetota	#F19A97	1005642	59.64	0	1	MQ	1	unclassified
T2108174077_maxbin2_bins_bin.8	Actinomycetota	#F19A97	1373341	53.33	7.452	1	MQ	1	unclassified
1111525849481828_bin.40	Actinomycetota	#F19A97	818273	50.88	0	1	MQ	1	unclassified
T2108173968_metabat2_bins_bin.69	Actinomycetota	#F19A97	1650547	73.8	2.422	1	MQ	1	unclassified
1111525849638977_bin.17	Actinomycetota	#F19A97	1163744	57.3	2.15	1	MQ	1	unclassified
T2108173866_metabat2_bins_bin.19	Actinomycetota	#F19A97	1555303	60.86	4.768	1	MQ	1	unclassified
T2108173967_metabat2_bins_bin.24	Actinomycetota	#F19A97	1449856	52.96	7.017	1	MQ	1	unclassified
T2108173978_metabat2_bins_bin.90	Actinomycetota	#F19A97	1435306	58.84	3.508	1	MQ	1	unclassified
T2108173910_metabat2_bins_bin.59	Actinomycetota	#F19A97	544822	51.92	0.877	1	MQ	1	classified
T2109198957_concoct_bins_bin.39	Actinomycetota	#F19A97	1351121	53.91	3.445	1	MQ	1	classified
T2109198884_maxbin2_bins_bin.20	Actinomycetota	#F19A97	1865051	67.25	7.287	1	MQ	1	classified
1111525849480093_bin.43	Actinomycetota	#F19A97	3134984	91.88	3.37	1	HQ	1	classified
T2108173991_metabat2_bins_bin.8	Actinomycetota	#F19A97	1237772	52.29	6.08	1	MQ	1	classified
T2108173872_metabat2_bins_bin.49	Actinomycetota	#F19A97	1775519	54.68	6.315	1	MQ	1	unclassified
T2109199176_concoct_bins_bin.35	Actinomycetota	#F19A97	1247557	52.57	4.957	1	MQ	1	classified
T2108173973_metabat2_bins_bin.38	Actinomycetota	#F19A97	1240126	51.8	9.991	1	MQ	1	unclassified
T2107171985_maxbin2_bins_bin.15	Actinomycetota	#F19A97	1497121	66.42	6.314	1	MQ	1	unclassified
T2108174147_metabat2_bins_bin.30	Actinomycetota	#F19A97	1969945	65.21	7.017	1	MQ	1	unclassified
T2107171967_metabat2_bins_bin.54	Actinomycetota	#F19A97	1300278	55.54	7.841	1	MQ	1	classified
T2107171957_maxbin2_bins_bin.17	Actinomycetota	#F19A97	1635098	51	8.756	1	MQ	1	unclassified
T2108174079_metabat2_bins_bin.92	Actinomycetota	#F19A97	1409967	53.82	8.771	1	MQ	1	classified
T2108174103_maxbin2_bins_bin.10	Actinomycetota	#F19A97	1643785	53.21	7.894	1	MQ	1	unclassified
T2108174062_maxbin2_bins_bin.41	Actinomycetota	#F19A97	1213862	51.05	8.463	1	MQ	1	unclassified
T2108174128_metabat2_bins_bin.82	Actinomycetota	#F19A97	870166	56.47	3.508	1	MQ	1	classified
T2107171966_metabat2_bins_bin.33	Actinomycetota	#F19A97	1828008	71.51	4.691	1	MQ	1	unclassified
T2108173965_maxbin2_bins_bin.40	Actinomycetota	#F19A97	1609694	52.21	5.674	1	MQ	1	unclassified
T2108173980_metabat2_bins_bin.175	Actinomycetota	#F19A97	1614526	71.33	6.901	1	MQ	1	unclassified
T2108173871_concoct_bins_bin.24	Actinomycetota	#F19A97	1959559	58.41	6.258	1	MQ	1	classified
T2107172014_metabat2_bins_bin.17	Actinomycetota	#F19A97	1431578	65.46	6.452	1	MQ	1	classified
T2108173961_concoct_bins_bin.74	Actinomycetota	#F19A97	1691542	69.19	5.76	1	MQ	1	classified
T2108173924_concoct_bins_bin.42	Actinomycetota	#F19A97	1535562	67.73	4.931	1	MQ	1	classified
T2109199080_concoct_bins_bin.4	Actinomycetota	#F19A97	1347375	57.53	2.272	1	MQ	1	classified
T2108174077_metabat2_bins_bin.34	Actinomycetota	#F19A97	1259362	51.89	5.701	1	MQ	1	unclassified
T2109199087_concoct_bins_bin.53	Actinomycetota	#F19A97	2432508	70.87	2.586	1	MQ	1	classified
T2108174119_concoct_bins_bin.17	Actinomycetota	#F19A97	3403376	61.36	5.172	1	MQ	1	classified
T2108174127_metabat2_bins_bin.127	Actinomycetota	#F19A97	3420030	61.78	8.62	1	MQ	1	classified
T2108174119_metabat2_bins_bin.19	Actinomycetota	#F19A97	2800735	52.83	7.201	1	MQ	1	classified
T2108174079_metabat2_bins_bin.1	Actinomycetota	#F19A97	3885468	65.16	6.152	1	MQ	1	unclassified
T2108174010_concoct_bins_bin.111	Actinomycetota	#F19A97	5780707	72.62	9.376	1	MQ	1	classified
T2107171997_concoct_bins_bin.83	Actinomycetota	#F19A97	4843242	52.68	4.467	1	MQ	1	classified
T2107171997_metabat2_bins_bin.8	Actinomycetota	#F19A97	4484680	52.52	2.969	1	MQ	1	classified
T2108173885_maxbin2_bins_bin.19	Actinomycetota	#F19A97	3977481	51.56	7.298	1	MQ	1	classified
DT2007044650-1_bin.2	Actinomycetota	#F19A97	3366544	62	1.01	1	MQ	1	unclassified
T2108173986_metabat2_bins_bin.4	Actinomycetota	#F19A97	2561729	69.17	4.942	1	MQ	1	unclassified
T2108174074_metabat2_bins_bin.5	Actinomycetota	#F19A97	2195745	56.88	6.588	1	MQ	1	unclassified
MET0353_bin.24	Actinomycetota	#F19A97	2073818	60.27	3.32	1	MQ	1	classified
T2108174143_concoct_bins_bin.60	Actinomycetota	#F19A97	2192110	64	4.101	1	MQ	1	classified
1111525849755644_bin.4	Actinomycetota	#F19A97	2200981	81	2.14	1	MQ	1	classified
T2108173971_metabat2_bins_bin.15	Actinomycetota	#F19A97	3125077	53.04	9.595	1	MQ	1	classified
T2108174079_metabat2_bins_bin.31	Actinomycetota	#F19A97	2110724	57.58	0.29	1	MQ	1	unclassified
T2108174124_concoct_bins_bin.37	Actinomycetota	#F19A97	2242171	68.41	9.871	1	MQ	1	classified
T2107172000_metabat2_bins_bin.69	Actinomycetota	#F19A97	1820516	61.15	3.286	1	MQ	1	classified
T2107171953_metabat2_bins_bin.15	Actinomycetota	#F19A97	1510425	67.31	0	1	MQ	1	classified
T2107172016_concoct_bins_bin.67	Actinomycetota	#F19A97	1590662	69.46	3.018	1	MQ	1	classified
T2108174114_concoct_bins_bin.77	Actinomycetota	#F19A97	1501312	54.52	3.712	1	MQ	1	classified
T2108174144_metabat2_bins_bin.8	Actinomycetota	#F19A97	1613916	51.72	0	1	MQ	1	unclassified
T2108173919_concoct_bins_bin.32	Actinomycetota	#F19A97	1605025	63.78	2.844	1	MQ	1	classified
T2107171953_metabat2_bins_bin.59	Actinomycetota	#F19A97	1484286	51.25	8.385	1	MQ	1	classified
T2108174075_metabat2_bins_bin.14	Actinomycetota	#F19A97	1340529	57.79	2.215	1	MQ	1	classified
T2108174131_metabat2_bins_bin.15	Actinomycetota	#F19A97	3767772	71.75	0.389	1	MQ	1	classified
1111525849481795_bin.10	Actinomycetota	#F19A97	4527479	68.89	2.79	1	MQ	1	unclassified
T2108173961_metabat2_bins_bin.39	Actinomycetota	#F19A97	1839061	69.11	0.436	1	MQ	1	unclassified
T2108174046_concoct_bins_bin.14	Actinomycetota	#F19A97	2464640	65.07	0.785	1	MQ	1	classified
T2108173922_metabat2_bins_bin.124	Actinomycetota	#F19A97	2305317	57.34	9.186	1	MQ	1	classified
T2108174135_metabat2_bins_bin.58	Actinomycetota	#F19A97	2935034	71.69	3.195	1	MQ	1	unclassified
